ரேடியோ	radio
வண்ணம்	vannam
நீலப்பழுப்பு	neelappazhuppu
அல்லது	allathu
மற்ற	matra
நிறங்களைப்	nirangalaip
பயன்படுத்தத்	payanpaduththath
துவங்கின	thuvangina
</s>	</s>
தேங்காய்	thaengai
</s>	</s>
சீவ	siva
முக்தி	mukti
விதேக	videga
முக்தி	mukti
மற்றும்	matrum
கிரம	kirama
முக்தி	mukti
என	ena
மூன்று	moonru
படிகளில்	padikalil
ஒரு	oru
மனிதன்	manithan
முக்தியை	mukthiyai
அடையலாம்	adaiyalaam
</s>	</s>
பைக்கோவும்	picovum
அவர்	avar
தலைமை	thalaimai
ஏற்றிருந்த	aetrintha
கருப்பு	karuppu
இன	ina
உணர்வாளர்கள்	unarvaalargal
இயக்கமும்	iyakkamum
மக்களிடம்	makkalidam
ஊடுருவிச்	ooduruvich
செய்த	seitha
வேலைகள்	vaelaigal
1976	1976
ஜூன்	june
16	16
சொவைட்டோ	sewito
பெரும்	paerum
கிளர்ச்சிக்கு	kilarchchikku
வழி	vazhi
வகுத்தன	vaguththana
</s>	</s>
இது	ithu
தமிழ்நாட்டு	tamilnattu
ஆற்றல்	aatral
பற்றாக்குறைக்கான	patrakkuraikkaana
காரணங்கள்	kaaranangal
அணு	anu
ஆலை	aalai
அதைத்	athaith
தீர்க்குமா	theerkkumaa
அணு	anu
ஆலை	aalai
ஆற்றல்	aatral
உற்பத்திக்கு	urpaththikku
உகந்த	ugantha
ஒரு	oru
முறையா	muraiyaa
என்று	endru
ஆய்கிறது	aaigirathu
</s>	</s>
இணையத்	inaiyath
திரைப்பட	thiraippada
தரவுத்தளத்தில்	tharavuththalaththil
மீனா	meena
நடிகை	nadigai
</s>	</s>
அருவியில்	aruviyil
நீர்	neer
இருக்காதாம்	irukkaathaam
</s>	</s>
இம்மையங்கள்	immaiyangal
அரசு	arasu
அலுவலர்களுக்கு	aluvalargalukku
அளிக்கப்பட்ட	alikkappatta
பயிற்சிகளின்	payirchchikalin
தரத்தை	tharaththai
வெகுவாக	vaeguvaaga
உயர்த்தின	uyarththina
</s>	</s>
சந்தையில்	santhaiyil
ஒரு	oru
பங்கேற்பாளராக	pangaerppaalaraaga
இருப்பதற்கும்	iruppatharkkum
அந்தச்	anthach
சந்தையின்	santhaiyin
பங்கேற்பாளர்கள்	pangaerppaalargal
பின்பற்ற	pinpatra
வேண்டிய	vaendiya
விதிகளை	vithigalai
மாற்றுவதற்காகப்	maatruvatharkaakap
பணியாற்றுவதற்கும்	paniyaatruvatharkum
உண்டான	undaana
வேறுபாட்டைத்	vaerupaattaith
தாம்	thaam
வரையறுத்துள்ளதாக	varaiyaruththullathaaga
சோரெஸ்	soros
கூறுகிறார்	koorugiraar
</s>	</s>
இவருக்கும்	ivarukkum
முன்னால்	munnaal
இவ்விதழை	ivvithazhai
நிறுவியவரும்	niruviyavarum
பல்லாண்டு	pallaandu
ஆசிரியராகவும்	aasiriyaraagavum
இருந்தவர்	irunthavar
வ	v
</s>	</s>
இலையுதிர்	ilaiyuthir
காடுகளிலும்	kaadukalilum
மரங்களடர்ந்த	marangaladarntha
பகுதிகளிலும்	paguthigalilum
அதையொட்டிய	athaiyottiya
மனிதர்-வாழ்விடங்களிலும்	manithar-vaazhvidangalilum
கிராம	kiraama
தோட்டங்களிலும்	thottangalilum
இவை	ivai
வாழ்கின்றன	vaazhukinrana
</s>	</s>
இது	ithu
பல்தேசியப்	palthaesiyap
பேரரசாகவும்	paerarasaagavum
உலக	ulaga
வல்லமைகளின்	vallamaigalin
ஒன்றாகவும்	onraagavum
இருந்தது	irunthathu
</s>	</s>
பொழிக்கரை	pozhikarai
</s>	</s>
0.3க்கு	0.3kku
மேல்	mael
அமுக்கக்	amukkak
காற்றியக்கவியலால்	kaatriyakkaviyalaal
தீர்க்கப்பட	theerkkappada
வேண்டும்	vaendum
</s>	</s>
இதன்	ithan
ஆசிரியர்	aasiriyar
சாத்தனார்	sathanar
என்னும்	ennum
புலவர்	pulavar
</s>	</s>
இது	ithu
ஒரு	oru
ஜெ-திட்ட	j-thitta
பயணமாகும்	payanamaagum
</s>	</s>
மீதமுள்ள	meethamulla
படையினரை	padaiyinarai
தானே	thaanae
தலைமை	thalaimai
ஏற்று	aetru
தெற்கு	thaerku
நோக்கி	nokki
கடுமையான	kadumaiyaana
கேட்ரோசியன்	katosiani
பாலை	paalai
நிலம்	nilam
வழியாக	vazhiyaaga
வழிநடத்தி	vazhinadaththi
பாரசீகம்	persian
சென்றார்	senraar
</s>	</s>
ஒளி	oli
</s>	</s>
இவர்	ivar
விண்வெளிக்	vinvaelik
காப்பு	kaappu
அறக்கட்டளையிலும்	arakkattalaiyilum
சேதி	saethi
SETI)குழுவிலும்	seti)kuzhuvilum
அதைச்	athach
சார்ந்த	saarntha
ஆர்கசு	orgasm
திட்டத்திலும்	thittaththilum
ஐரோப்பிய	europiya
வானொலிப்	vaanolip
பொறியியல்	poriyiyal
குழுவிலும்	kuzhuvilum
உறுப்பினர்	uruppinar
ஆவார்	aavaar
</s>	</s>
கர்ணன்	karnan
மற்றும்	matrum
வைசாலியின்	vaisaaliyin
ஏழாவது	aezhaavathu
மகன்	magan
</s>	</s>
தன்	than
குழந்தைகளுக்காக	kuzhanthaikalukkaaga
எழுதிய	ezhuthiya
தந்தை	thanthai
கிறிஸ்துமஸ்	christmas
மிஸ்டர்	mister
பிளிஸ்	bliss
ரோவெராண்டம்	rowlandand
போன்ற	ponra
சிறுவர்	siruvar
கதைகளையும்	kathaikalaiyum
டோல்கீன்	tolkien
எழுதியுள்ளார்	ezhuthiyullaar
</s>	</s>
தாழம்	thazham
பூ	poo
இதில்	ithil
தைலம்	thailam
எடுக்கலாம்	edukkalaam
தலைவலி	thalaivali
வாதவலிக்கு	vaathavalikku
இத்தையலாம்	ithaiyellaam
வெகுவாக	vaeguvaaga
பயன்	payan
அளிக்கும்	alikkum
</s>	</s>
துரத்தி	thuraththi
விடப்பட்டாலும்	vidappattaalum
சிறிது	sirithu
தொலைவு	tholavu
கீழாகப்	keezhaakap
பறந்து	paranthu
புதர்களுக்கிடையே	putharkalukkidaiyae
ஒழிந்து	ozhinthu
கொள்கிறது	kolkirathu
</s>	</s>
2014	2014
ஆம்	aam
ஆண்டில்	aandil
கலிபோர்னியா	california
பாம்	palm
ஸ்பிரிங்ஸில்	springsil
நூற்றாண்டின்	nootrandin
நவீன	naveena
கட்டிடக்கலைஞர்	kattitakkalaingar
டோனால்ட்	donald
வேக்ஸ்லெரால்	waksleral
வடிவமைக்கப்பட்ட	vadivamaikkappatta
அசல்	asal
டினா	tina
ஷோ	show
குடியிருப்பு	kudiyiruppu
ஒன்றையும்	onraiyum
வாங்கியுள்ளார்	vaangiyullaar
</s>	</s>
ஆகையால்	aagaiyaal
கட்டற்ற	kattatra
சிந்தனையார்கள்	sinthanaiyaalargal
அவர்களின்	avargalin
கருத்துக்களை	karuththukkalai
காரணி	kaarani
அறிவியல்	ariviyal
அறிவு	arivu
வழி	vazhi
ஏரண	aerana
அடிப்படைகள்	adippadaigal
ஆகியவற்றின்	aagiyavatrin
அடிப்படையிலேயே	adippadaiyilaeyae
கட்ட	katta
வேண்டும்	vaendum
</s>	</s>
நேர்விளிம்பையும்	naervilimbaiyum
கவராயத்தையும்	kavaraayaththaiyum
பயன்படுத்தி	payanpaduththi
ஓர்	oor
ஒழுங்கான	ozhunkaana
அறுகோணியை	arukoniyai
உருவாக்கலாம்	uruvaakkalaam
</s>	</s>
நீளம்	neelam
கொண்ட	konda
கொர்பு	korpu
மலைப்	malaip
பாதையில்	paathaiyil
அடையாளக்	adaiyaalak
குறியீடுகள்	kuriyeedugal
இல்லை	illai
</s>	</s>
இவரின்	ivarin
நூல்களில்	noolkalil
அறுபது	arubathu
நூல்கள்	noolgal
சிறந்த	sirantha
படைப்புகளாகக்	padaippugalaakak
கருதப்படுகின்றன	karuthappadukinrana
</s>	</s>
இதில்	ithil
உருவாக்கப்படும்	uruvaakkappadum
இசையொலிகள்	isaiyoligal
மிகவும்	migavum
துல்லியமாக	thulliyamaaga
உள்ளன	ullana
</s>	</s>
லோலிதம்	lolitam
என்பது	enbathu
சிவபெருமானின்	sivaperumaanin
நூற்றியெட்டுத்	nootriyettuth
தாண்டவங்களுள்	thaandavangalul
ஒன்றாகும்	onraagum
இக்கரணம்	ikkaranam
பரதநாட்டியத்தில்	bharathanatiyaththil
இடம்பெறுகின்ற	idampaerukinra
நூற்றியெட்டு	nootriyettu
கரணங்களில்	karangalil
நூற்றியைந்தாவது	nootriainthaavathu
சிவதாண்டவம்	sivathandavam
</s>	</s>
அவர்	avar
கூறுகிறார்	koorukiraar
</s>	</s>
இது	ithu
பாலக்காடு	palakkadu
மாவட்டத்தின்	maavattaththin
ஷொர்ணூர்	shornur
நகராட்சியையும்	nagaraatsiyaiyum
ஒற்றப்பாலம்	ottapalam
வட்டத்தில்	vattaththil
உள்ள	ulla
அனங்கனடி	ananganadi
சளவறை	salavara
செர்ப்புளசேரி	cherthalaeseri
நெல்லாய	nellai
திருக்கடீரி	thirukkadiri
வாணியங்குளம், வெள்ளினேழி	vaniyankulam,vallinayake
ஆகிய	aagiya
ஊராட்சிகளையும்	ooraatsikalaiyum
கொண்டுள்ளது	kondullathu
</s>	</s>
இரண்டு,முழம்,சாண்	irandu muzham, saan
</s>	</s>
இவ்வாறுதான்	ivvaruthan
சேமாஃபோர்	semaphore
யூனிக்ஸ்	unix
இயங்கு	iyangu
தளத்தில்	thalaththil
வேலை	vaelai
செய்கிறது	seigirathu
</s>	</s>
ஆனால்	aanaal
சிக்கலான	sikkalaana
கட்டிடங்களைப்	kattitangalaip
பொறுத்தவரை	poruththavarai
இம்முறை	immurai
இலகுவானதல்ல	ilaguvaanathallaa
</s>	</s>
இம்மாவட்டம்	immaavattam
ராஞ்சி	ranchi
மாவட்டத்தின்	maavattaththin
சில	sila
பகுதிகளை	paguthigalai
பிரித்து	piriththu
12	12
செப்டம்பர்	september
2007-ஆம்	2007-aam
ஆண்டில்	aandil
புதிதாக	puthithaaga
துவக்கப்பட்டது	thuvakkappattathu
</s>	</s>
போராட்டத்தில்	poraattaththil
